2021-12-27 03:37:51.795+00,VersionBomNotificationCheckJob,28
2021-12-27 03:38:16.791+00,LicenseTermFulfillmentCheckJob,4
2021-12-27 03:38:26.792+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:40:00.069+00,LicenseTermFulfillmentCheckJob,105
2021-12-27 03:37:56.791+00,VersionBomComputationCheckJob,3
2021-12-27 03:38:16.787+00,VersionBomComputationCheckJob,6
2021-12-27 03:38:21.794+00,VersionBomNotificationCheckJob,31
2021-12-27 03:38:26.789+00,VersionBomComputationCheckJob,2
2021-12-27 03:38:36.789+00,VersionBomComputationCheckJob,3
2021-12-27 03:38:41.788+00,VersionBomComputationCheckJob,2
2021-12-26 22:40:00.122+00,VersionBomComputationCheckJob,84
2021-12-26 22:40:00.388+00,VersionBomComputationCheckJob,4
2021-12-26 22:40:00.463+00,VersionBomComputationCheckJob,4
2021-12-26 22:40:01.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:11.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:46.789+00,VersionBomComputationCheckJob,11
2021-12-26 22:40:51.791+00,HierarchicalVersionBomCheckJob,1
2021-12-26 22:40:00.146+00,HierarchicalVersionBomCheckJob,72
2021-12-26 22:40:00.28+00,VersionBomComputationCheckJob,10
2021-12-26 22:40:00.259+00,BomVulnerabilityDataRecomputationCheckJob,43
2021-12-26 22:40:00.341+00,VersionBomComputationCheckJob,4
2021-12-26 22:40:00.425+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:00.495+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:06.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:26.791+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:40:31.79+00,VersionBomComputationCheckJob,8
2021-12-26 22:40:46.798+00,LicenseTermFulfillmentCheckJob,4
2021-12-26 22:41:16.788+00,VersionBomComputationCheckJob,7
2021-12-26 22:40:16.791+00,VersionBomComputationCheckJob,9
2021-12-26 22:40:21.793+00,LicenseTermFulfillmentCheckJob,6
2021-12-26 22:40:26.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:36.794+00,KbUpdateCheckJob,10
2021-12-26 22:40:40.381+00,KbUpdateWorkflowJob-License Update,111
2021-12-27 03:38:31.789+00,VersionBomComputationCheckJob,11
2021-12-26 22:40:36.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:36.816+00,KbUpdateWorkflowJob-Component Update,2332
2021-12-26 22:40:39.172+00,KbUpdateWorkflowJob-Component Version Update,1188
2021-12-26 22:40:40.514+00,KbUpdateWorkflowJob-NVD Vulnerability Update,120
2021-12-26 22:40:40.768+00,KbUpdateWorkflowJob-Summary,1
2021-12-26 22:40:46.794+00,VersionBomNotificationCheckJob,21
2021-12-26 22:40:51.787+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:40.653+00,KbUpdateWorkflowJob-BDSA Vulnerabilty Update,96
2021-12-26 22:40:41.787+00,VersionBomComputationCheckJob,3
2021-12-26 22:41:46.797+00,LicenseTermFulfillmentCheckJob,4
2021-12-26 22:42:31.798+00,LicenseTermFulfillmentCheckJob,5
2021-12-26 22:42:31.818+00,VersionBomNotificationCheckJob,19
2021-12-26 22:42:46.788+00,VersionBomComputationCheckJob,10
2021-12-26 22:42:51.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:40:56.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:41:01.789+00,VersionBomComputationCheckJob,6
2021-12-26 22:41:06.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:41:16.793+00,VersionBomNotificationCheckJob,30
2021-12-26 22:41:11.789+00,VersionBomComputationCheckJob,4
2021-12-26 22:41:16.797+00,LicenseTermFulfillmentCheckJob,32
2021-12-26 22:41:21.792+00,HierarchicalVersionBomCheckJob,3
2021-12-26 22:41:26.789+00,VersionBomComputationCheckJob,5
2021-12-26 22:41:36.791+00,VersionBomComputationCheckJob,3
2021-12-26 22:41:46.788+00,VersionBomComputationCheckJob,12
2021-12-26 22:41:51.789+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:41:56.789+00,VersionBomComputationCheckJob,4
2021-12-26 22:41:21.789+00,VersionBomComputationCheckJob,5
2021-12-26 22:41:31.79+00,VersionBomComputationCheckJob,7
2021-12-26 22:41:41.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:42:36.791+00,VersionBomComputationCheckJob,3
2021-12-26 22:42:41.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:43:46.795+00,LicenseTermFulfillmentCheckJob,4
2021-12-26 22:41:46.792+00,VersionBomNotificationCheckJob,22
2021-12-26 22:41:51.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:42:01.79+00,VersionBomComputationCheckJob,7
2021-12-26 22:42:06.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:42:16.791+00,VersionBomComputationCheckJob,7
2021-12-26 22:42:26.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:43:16.796+00,LicenseTermFulfillmentCheckJob,5
2021-12-26 22:42:11.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:42:21.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:42:31.793+00,SearchDashboardRefreshCheckJob,13
2021-12-27 03:38:46.787+00,VersionBomComputationCheckJob,7
2021-12-27 03:38:51.795+00,VersionBomNotificationCheckJob,20
2021-12-26 22:42:31.789+00,VersionBomComputationCheckJob,9
2021-12-27 03:38:51.79+00,VersionBomComputationCheckJob,3
2021-12-27 03:38:56.791+00,VersionBomComputationCheckJob,2
2021-12-27 03:39:01.789+00,VersionBomComputationCheckJob,7
2021-12-27 03:39:06.789+00,VersionBomComputationCheckJob,3
2021-12-27 03:39:11.788+00,VersionBomComputationCheckJob,3
2021-12-27 03:39:44.556+00,WatchdogJob,43
2021-12-27 03:40:00.014+00,VersionBomComputationCheckJob,18
2021-12-26 22:42:31.821+00,HierarchicalVersionBomCheckJob,26
2021-12-26 22:42:46.798+00,VersionBomNotificationCheckJob,33
2021-12-26 22:43:16.789+00,VersionBomComputationCheckJob,11
2021-12-26 22:43:46.791+00,VersionBomNotificationCheckJob,20
2021-12-26 22:43:51.787+00,VersionBomComputationCheckJob,2
2021-12-26 22:44:01.788+00,VersionBomComputationCheckJob,6
2021-12-26 22:44:16.789+00,VersionBomComputationCheckJob,8
2021-12-26 22:42:46.793+00,LicenseTermFulfillmentCheckJob,12
2021-12-26 22:42:51.792+00,HierarchicalVersionBomCheckJob,1
2021-12-26 22:42:56.789+00,VersionBomComputationCheckJob,4
2021-12-26 22:43:06.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:43:16.792+00,VersionBomNotificationCheckJob,30
2021-12-26 22:43:21.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:43:31.788+00,VersionBomComputationCheckJob,11
2021-12-26 22:43:01.79+00,VersionBomComputationCheckJob,7
2021-12-26 22:43:11.792+00,VersionBomComputationCheckJob,3
2021-12-26 22:44:06.794+00,LicenseDashboardRefreshJob,187
2021-12-26 22:45:00.006+00,JobHistoryStatsJob-Calculate Five Minute Statistics,123
2021-12-26 22:45:00.326+00,VersionBomComputationCheckJob,5
2021-12-26 22:45:00.138+00,ScanPurgeJob,2171
2021-12-26 22:45:11.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:43:21.792+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:43:26.789+00,VersionBomComputationCheckJob,2
2021-12-26 22:43:36.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:43:41.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:44:16.797+00,VersionBomNotificationCheckJob,32
2021-12-26 22:44:21.789+00,VersionBomComputationCheckJob,2
2021-12-26 22:43:46.787+00,VersionBomComputationCheckJob,7
2021-12-26 22:43:51.789+00,HierarchicalVersionBomCheckJob,1
2021-12-26 22:43:56.789+00,VersionBomComputationCheckJob,2
2021-12-26 22:44:06.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:44:11.789+00,VersionBomComputationCheckJob,2
2021-12-26 22:45:00.015+00,VersionBomNotificationCheckJob,30
2021-12-26 22:45:01.789+00,VersionBomComputationCheckJob,4
2021-12-26 22:45:06.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:44:16.793+00,LicenseTermFulfillmentCheckJob,3
2021-12-26 22:44:21.791+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:44:26.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:44:31.789+00,VersionBomComputationCheckJob,6
2021-12-26 22:45:00.123+00,VersionBomComputationCheckJob,26
2021-12-27 03:38:56.795+00,HierarchicalVersionBomCheckJob,0
2021-12-27 03:39:16.788+00,VersionBomComputationCheckJob,8
2021-12-27 03:40:00.301+00,VersionBomComputationCheckJob,6
2021-12-26 22:45:00.011+00,VersionBomComputationCheckJob,4
2021-12-26 22:45:00.048+00,BomAggregatePurgeOrphansCheckJob,22
2021-12-27 03:40:00.047+00,LicenseTermFulfillmentCheckJob,96
2021-12-27 03:40:00.068+00,VersionBomNotificationCheckJob,133
2021-12-27 04:35:01.79+00,VersionBomComputationCheckJob,4
2021-12-27 04:35:06.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:45:00.052+00,HierarchicalVersionBomCheckJob,97
2021-12-26 22:45:46.797+00,VersionBomNotificationCheckJob,32
2021-12-26 22:45:51.794+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:45:56.787+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:06.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:16.789+00,VersionBomComputationCheckJob,7
2021-12-26 22:45:00.042+00,LicenseTermFulfillmentCheckJob,113
2021-12-26 22:45:00.235+00,VersionBomComputationCheckJob,20
2021-12-26 22:45:00.369+00,VersionBomComputationCheckJob,4
2021-12-26 22:45:16.793+00,LicenseTermFulfillmentCheckJob,15
2021-12-26 22:45:21.791+00,VersionBomComputationCheckJob,3
2021-12-26 22:45:31.793+00,VersionBomComputationCheckJob,8
2021-12-26 22:45:46.788+00,VersionBomComputationCheckJob,7
2021-12-26 22:46:16.793+00,VersionBomNotificationCheckJob,31
2021-12-26 22:45:16.789+00,VersionBomComputationCheckJob,7
2021-12-26 22:45:46.792+00,LicenseTermFulfillmentCheckJob,6
2021-12-26 22:45:51.79+00,VersionBomComputationCheckJob,4
2021-12-26 22:46:01.789+00,VersionBomComputationCheckJob,6
2021-12-26 22:46:11.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:46.794+00,VersionBomNotificationCheckJob,21
2021-12-26 22:46:51.787+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:56.788+00,VersionBomComputationCheckJob,2
2021-12-26 22:45:16.797+00,VersionBomNotificationCheckJob,22
2021-12-26 22:45:21.795+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:45:26.789+00,VersionBomComputationCheckJob,2
2021-12-26 22:45:36.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:45:41.789+00,VersionBomComputationCheckJob,3
2021-12-27 03:40:00.079+00,HierarchicalVersionBomCheckJob,57
2021-12-27 04:35:11.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:21.793+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:46.789+00,VersionBomComputationCheckJob,8
2021-12-26 22:46:21.799+00,LicenseTermFulfillmentCheckJob,3
2021-12-26 22:46:26.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:36.787+00,VersionBomComputationCheckJob,3
2021-12-26 22:46:41.788+00,VersionBomComputationCheckJob,2
2021-12-26 22:47:36.791+00,VersionBomComputationCheckJob,4
2021-12-26 22:47:41.79+00,VersionBomComputationCheckJob,3
2021-12-26 22:48:16.79+00,VersionBomComputationCheckJob,10
2021-12-26 22:48:21.793+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:46:26.792+00,HierarchicalVersionBomCheckJob,2
2021-12-26 22:46:31.788+00,VersionBomComputationCheckJob,6
2021-12-26 22:46:56.791+00,HierarchicalVersionBomCheckJob,0
2021-12-26 22:47:01.788+00,VersionBomComputationCheckJob,7
2021-12-26 22:47:11.789+00,VersionBomComputationCheckJob,3
2021-12-26 22:47:21.788+00,VersionBomComputationCheckJob,3
2021-12-26 22:47:31.788+00,VersionBomComputationCheckJob,7
2021-12-27 03:40:00.117+00,BomAggregatePurgeOrphansCheckJob,73
2021-12-26 22:46:51.79+00,LicenseTermFulfillmentCheckJob,3
2021-12-26 22:47:06.787+00,VersionBomComputationCheckJob,2
2021-12-26 22:47:16.79+00,VersionBomComputationCheckJob,8
2021-12-26 22:47:26.788+00,VersionBomComputationCheckJob,4
2021-12-26 22:47:31.792+00,SearchDashboardRefreshCheckJob,15
2021-12-27 03:40:00.009+00,JobHistoryStatsJob-Calculate Five Minute Statistics,179
2021-12-27 03:40:00.244+00,LicenseTermFulfillmentCheckJob,14
2021-12-27 03:40:00.312+00,VersionBomNotificationCheckJob,35
2021-12-27 04:35:16.794+00,HierarchicalVersionBomCheckJob,1
2021-12-26 22:47:31.796+00,LicenseTermFulfillmentCheckJob,31
2021-12-27 03:40:00.147+00,VersionBomComputationCheckJob,83
2021-12-27 03:40:00.348+00,BomVulnerabilityDataRecomputationCheckJob,47
2021-12-27 03:40:00.449+00,VersionBomComputationCheckJob,4
2021-12-27 03:40:00.495+00,VersionBomComputationCheckJob,3
